customer_id;user_id;sex;name;surname;patronymic;day_of_birth;measure;tariff_id;tariff_end_date;instructor_id
494;606;woman;Злата;Орлова;Григорьевна;1976-10-25;{"""height""": """[167]""", """weights""": """[150]""", """measure_dates""": """['2021-04-26']"""};3;2021-12-08;
495;607;man;Степан;Гмарь;Анатольевич;1967-04-17;{"""height""": """[148]""", """weights""": """[104, 110, 111]""", """measure_dates""": """['2019-11-26', '2021-03-01', '2021-04-28']"""};1;2021-09-23;50
496;608;man;Рамиль;Орлан;Анатольевич;1979-10-20;{"""height""": """[170]""", """weights""": """[103, 96, 89, 96]""", """measure_dates""": """['2019-02-19', '2020-01-25', '2020-06-16', '2021-03-24']"""};1;2022-04-14;
497;609;woman;Лана;Белова;Егоровна;1976-10-10;{"""height""": """[201]""", """weights""": """[131, 130, 130, 131, 125, 129]""", """measure_dates""": """['2019-04-30', '2019-07-05', '2019-09-29', '2020-09-26', '2021-01-12', '2021-03-14']"""};1;2022-04-13;52
498;610;woman;Ксения;Дарова;Петровна;1975-06-17;{"""height""": """[203]""", """weights""": """[135, 135, 135, 128, 119, 113]""", """measure_dates""": """['2020-02-27', '2020-04-04', '2020-04-04', '2020-06-05', '2021-03-15', '2021-04-03']"""};4;2021-04-21;
499;611;woman;Есения;Тимошенко;Егоровна;1950-03-09;{"""height""": """[178]""", """weights""": """[146, 146, 146]""", """measure_dates""": """['2019-02-16', '2020-12-28', '2021-03-09']"""};4;2022-12-29;
500;612;man;Григорий;Булгаков;Георгиевич;1951-01-03;{"""height""": """[159]""", """weights""": """[87, 86, 88]""", """measure_dates""": """['2019-08-04', '2019-08-16', '2021-02-12']"""};3;2022-11-09;
501;613;man;Станислав;Филатов;Владимирович;1972-10-13;{"""height""": """[194]""", """weights""": """[159, 167]""", """measure_dates""": """['2019-01-13', '2019-09-18']"""};4;2021-07-06;
502;614;woman;Ангелина;Васнецова;Антоновна;2002-09-08;{"""height""": """[186]""", """weights""": """[77, 77]""", """measure_dates""": """['2019-02-06', '2019-02-09']"""};2;2021-09-01;
503;615;man;Арсений;Валевский;Ефимович;1996-02-04;{"""height""": """[153]""", """weights""": """[140, 138, 148]""", """measure_dates""": """['2019-08-10', '2020-04-26', '2021-02-04']"""};3;2021-12-03;58
504;616;woman;Эльвира;Шведова;Егоровна;1987-02-18;{"""height""": """[164]""", """weights""": """[130, 138, 147, 150]""", """measure_dates""": """['2019-08-16', '2019-12-11', '2019-12-14', '2021-03-18']"""};4;2022-07-05;53
505;617;woman;Аделина;Симонова;Валентиновна;1967-07-12;{"""height""": """[150]""", """weights""": """[115, 105, 109, 107]""", """measure_dates""": """['2019-05-29', '2020-09-02', '2021-02-09', '2021-03-23']"""};1;2022-08-29;65
506;618;woman;Зоя;Демидова;Леоновна;1964-11-09;{"""height""": """[158]""", """weights""": """[102, 99, 100, 104, 112, 112]""", """measure_dates""": """['2020-01-01', '2020-02-02', '2021-01-09', '2021-03-13', '2021-03-27', '2021-04-30']"""};4;2022-11-02;61
507;619;man;Илья;Арбатов;Владимирович;1975-05-05;{"""height""": """[182]""", """weights""": """[168, 165, 157]""", """measure_dates""": """['2020-08-21', '2020-09-20', '2020-11-30']"""};3;2021-05-23;58
508;620;woman;Арина;Лионова;Болеславовна;1997-08-31;{"""height""": """[170]""", """weights""": """[84, 76, 68, 68, 69, 66]""", """measure_dates""": """['2019-03-23', '2019-10-25', '2020-06-06', '2021-01-07', '2021-01-27', '2021-04-15']"""};2;2021-11-18;62
509;621;woman;Варвара;Макарова;Геннадиевна;1987-11-09;{"""height""": """[161]""", """weights""": """[139, 134, 139, 146]""", """measure_dates""": """['2019-11-19', '2021-02-05', '2021-03-02', '2021-03-13']"""};2;2022-04-15;64
510;622;man;Степан;Озеров;Валерьевич;1960-01-21;{"""height""": """[199]""", """weights""": """[121, 117]""", """measure_dates""": """['2020-09-24', '2021-01-03']"""};4;2022-10-28;
511;623;woman;Надежда;Орловская;Богдановна;1996-07-30;{"""height""": """[200]""", """weights""": """[128, 133, 130, 127, 117]""", """measure_dates""": """['2019-10-05', '2019-11-09', '2020-01-22', '2021-04-01', '2021-04-05']"""};4;2022-05-15;
512;624;man;Глеб;Византийский;Ильич;1965-11-04;{"""height""": """[164]""", """weights""": """[60, 53, 59, 57, 54, 44]""", """measure_dates""": """['2020-01-01', '2020-01-05', '2021-01-24', '2021-02-27', '2021-04-13', '2021-04-17']"""};2;2021-07-09;63
513;625;man;Всеволод;Бакурин;Ефимович;1998-08-04;{"""height""": """[173]""", """weights""": """[72, 66]""", """measure_dates""": """['2021-02-21', '2021-02-23']"""};2;2022-08-17;53
514;626;man;Семен;Юлианский;Георгиевич;1965-03-07;{"""height""": """[158]""", """weights""": """[125, 119, 121, 121]""", """measure_dates""": """['2019-10-11', '2020-08-10', '2021-02-06', '2021-02-15']"""};4;2021-08-29;55
515;627;man;Николай;Чесменский;Игоревич;1989-10-16;{"""height""": """[170]""", """weights""": """[105]""", """measure_dates""": """['2019-10-30']"""};4;2021-08-01;
516;628;woman;Соня;Максимчук;Николаевна;1952-11-05;{"""height""": """[160]""", """weights""": """[75, 67, 62, 61, 56, 61]""", """measure_dates""": """['2019-01-21', '2019-09-07', '2020-06-19', '2021-01-04', '2021-03-26', '2021-03-27']"""};1;2022-04-15;
517;629;man;Василий;Ладомирский;Аркадьевич;1999-02-25;{"""height""": """[180]""", """weights""": """[199]""", """measure_dates""": """['2020-11-25']"""};2;2021-10-18;
518;630;man;Альберт;Златоумов;Владимирович;1979-08-02;{"""height""": """[171]""", """weights""": """[49, 44, 48]""", """measure_dates""": """['2020-04-17', '2021-01-05', '2021-02-07']"""};1;2022-10-11;
519;631;woman;Юлия;Химченко;Антоновна;1976-07-17;{"""height""": """[170]""", """weights""": """[117, 115]""", """measure_dates""": """['2019-06-15', '2019-09-15']"""};4;2022-11-18;
520;632;man;Василий;Агатов;Вениаминович;1987-12-31;{"""height""": """[164]""", """weights""": """[86, 91]""", """measure_dates""": """['2020-10-31', '2021-02-05']"""};3;2022-07-12;
521;633;man;Николай;Вьюгин;Аркадьевич;1950-10-25;{"""height""": """[152]""", """weights""": """[107, 109, 111]""", """measure_dates""": """['2019-03-30', '2019-10-03', '2021-02-19']"""};3;2021-09-13;53
522;634;woman;Амалия;Потапова;Валентиновна;1961-06-17;{"""height""": """[168]""", """weights""": """[84, 89, 84, 86, 79, 76, 66]""", """measure_dates""": """['2019-04-07', '2019-05-07', '2019-06-13', '2020-03-29', '2020-05-11', '2021-02-20', '2021-03-18']"""};1;2021-09-20;
523;635;man;Семен;Ягужинский;Богуславович;1979-04-19;{"""height""": """[189]""", """weights""": """[83, 86, 93]""", """measure_dates""": """['2019-02-12', '2020-02-09', '2021-03-28']"""};2;2021-12-21;
524;636;woman;Эмма;Панченко;Егоровна;1989-01-27;{"""height""": """[157]""", """weights""": """[107, 110, 107, 109, 115, 112]""", """measure_dates""": """['2020-04-11', '2020-09-06', '2020-10-04', '2021-03-05', '2021-04-16', '2021-04-21']"""};3;2021-09-20;55
525;637;man;Андрей;Ахматов;Валерьевич;1988-12-20;{"""height""": """[204]""", """weights""": """[158, 159, 160, 150, 153, 148, 155]""", """measure_dates""": """['2019-08-06', '2019-10-08', '2020-09-16', '2021-01-03', '2021-01-03', '2021-02-15', '2021-04-28']"""};1;2021-11-26;
526;638;woman;Зоя;Шевченко;Олеговна;1995-07-19;{"""height""": """[183]""", """weights""": """[195, 204]""", """measure_dates""": """['2019-02-24', '2019-12-12']"""};3;2022-11-08;65
527;639;man;Демид;Филатов;Георгиевич;1994-10-07;{"""height""": """[152]""", """weights""": """[124, 130]""", """measure_dates""": """['2019-07-24', '2021-03-17']"""};3;2021-10-26;
528;640;man;Назар;Верещагин;Михайлович;2001-12-10;{"""height""": """[193]""", """weights""": """[181, 174, 176]""", """measure_dates""": """['2019-09-27', '2020-06-01', '2020-12-09']"""};3;2022-07-05;65
529;641;man;Валерий;Арский;Денисович;1963-11-07;{"""height""": """[179]""", """weights""": """[91, 101, 98]""", """measure_dates""": """['2020-05-03', '2020-10-21', '2021-02-08']"""};4;2022-10-08;
530;642;woman;Эмилия;Братиславская;Натановна;1956-05-15;{"""height""": """[175]""", """weights""": """[117]""", """measure_dates""": """['2021-03-10']"""};1;2022-11-03;
531;643;man;Артур;Воскобойников;Вячеславович;1992-08-27;{"""height""": """[165]""", """weights""": """[61, 55, 46, 48]""", """measure_dates""": """['2019-09-09', '2020-09-25', '2021-01-03', '2021-01-25']"""};2;2021-04-11;
532;644;man;Станислав;Таран;Васильевич;2003-04-29;{"""height""": """[168]""", """weights""": """[145]""", """measure_dates""": """['2021-03-18']"""};4;2021-12-16;
533;645;woman;Юлия;Кожевникова;Афанасьевна;1965-07-29;{"""height""": """[176]""", """weights""": """[115, 121, 127, 120, 117, 115, 115]""", """measure_dates""": """['2019-05-10', '2019-10-30', '2020-02-21', '2020-09-13', '2021-01-01', '2021-02-15', '2021-04-14']"""};2;2022-07-21;
534;646;woman;Валентина;Дарова;Валериевна;1966-11-10;{"""height""": """[152]""", """weights""": """[144, 149, 146, 155, 148]""", """measure_dates""": """['2019-01-19', '2019-10-03', '2020-04-29', '2021-03-26', '2021-04-27']"""};1;2021-05-16;
535;647;woman;Наталия;Истомина;Борисовна;1960-10-14;{"""height""": """[192]""", """weights""": """[107, 117]""", """measure_dates""": """['2020-07-15', '2021-04-05']"""};1;2021-05-11;
536;648;woman;Нелли;Белова;Архиповна;2001-12-27;{"""height""": """[168]""", """weights""": """[137]""", """measure_dates""": """['2019-10-29']"""};1;2022-07-20;
537;649;woman;Есения;Третьякова;Натановна;1979-06-02;{"""height""": """[171]""", """weights""": """[88, 97]""", """measure_dates""": """['2019-10-14', '2020-05-12']"""};2;2022-04-27;
538;650;woman;Элла;Рубенцова;Ивановна;1955-11-11;{"""height""": """[170]""", """weights""": """[93, 85, 75, 81, 79, 70]""", """measure_dates""": """['2019-02-22', '2020-04-04', '2020-04-12', '2020-07-13', '2020-09-15', '2021-02-06']"""};3;2022-10-24;
539;651;woman;Марьяна;Орловская;Николаевна;1968-03-31;{"""height""": """[196]""", """weights""": """[79, 87, 94, 99]""", """measure_dates""": """['2019-04-11', '2020-01-02', '2020-09-02', '2020-12-02']"""};3;2021-12-26;
540;652;woman;Диана;Шевченко;Борисовна;1966-05-30;{"""height""": """[149]""", """weights""": """[64, 65, 71, 74, 68, 66]""", """measure_dates""": """['2019-03-21', '2019-05-11', '2019-10-06', '2020-03-07', '2020-08-01', '2020-09-24']"""};4;2022-05-21;65
541;653;woman;Эвелина;Краснова;Ивановна;1988-12-21;{"""height""": """[186]""", """weights""": """[183, 190, 184, 184, 178, 177, 181]""", """measure_dates""": """['2020-05-14', '2020-11-08', '2021-02-22', '2021-02-25', '2021-03-04', '2021-03-08', '2021-04-22']"""};4;2021-11-13;61
542;654;woman;Милана;Тимошенко;Борисовна;2000-10-23;{"""height""": """[177]""", """weights""": """[120]""", """measure_dates""": """['2020-07-29']"""};3;2021-11-18;
543;655;woman;Оксана;Куликовская;Вадимовна;1985-07-23;{"""height""": """[191]""", """weights""": """[187, 178, 172, 172]""", """measure_dates""": """['2019-05-28', '2020-08-28', '2020-09-14', '2021-04-28']"""};3;2021-11-20;
544;656;woman;Агата;Каменских;Артемовна;1990-03-13;{"""height""": """[201]""", """weights""": """[110, 105]""", """measure_dates""": """['2019-11-15', '2021-02-12']"""};4;2021-08-15;
545;657;man;Егор;Фирсов;Николаевич;1953-09-20;{"""height""": """[170]""", """weights""": """[123]""", """measure_dates""": """['2019-01-17']"""};3;2022-06-15;
546;658;woman;Диана;Марченко;Ефимовна;1987-08-28;{"""height""": """[156]""", """weights""": """[121, 121, 123]""", """measure_dates""": """['2020-01-07', '2021-02-17', '2021-04-24']"""};1;2021-10-19;55
547;659;woman;Снежана;Полякова;Евгеньевна;1971-02-03;{"""height""": """[194]""", """weights""": """[79, 72]""", """measure_dates""": """['2019-07-22', '2020-05-18']"""};2;2022-05-08;
548;660;woman;Доминика;Малиновская;Никифоровна;1950-06-21;{"""height""": """[189]""", """weights""": """[179, 178, 185, 195]""", """measure_dates""": """['2019-09-15', '2020-01-15', '2020-11-17', '2021-03-17']"""};4;2022-11-20;
549;661;woman;Ника;Волощук;Павловна;1957-10-09;{"""height""": """[195]""", """weights""": """[99, 99, 101, 104]""", """measure_dates""": """['2019-11-07', '2020-01-09', '2020-06-25', '2021-04-06']"""};4;2021-10-17;
550;662;man;Игорь;Аверин;Геннадьевич;1967-03-18;{"""height""": """[156]""", """weights""": """[77, 72, 79, 72]""", """measure_dates""": """['2019-12-16', '2021-02-20', '2021-02-22', '2021-04-28']"""};2;2021-10-02;55
551;663;man;Игорь;Ржевский;Игоревич;1983-12-18;{"""height""": """[182]""", """weights""": """[140, 134, 124, 122, 118]""", """measure_dates""": """['2019-07-19', '2021-01-04', '2021-02-16', '2021-04-04', '2021-04-06']"""};4;2022-10-19;
552;664;man;Макар;Апраскин;Михайлович;1985-05-14;{"""height""": """[205]""", """weights""": """[113, 121, 120]""", """measure_dates""": """['2019-03-23', '2019-12-19', '2021-02-17']"""};4;2021-05-11;59
553;665;man;Семен;Езерский;Наумович;1982-03-10;{"""height""": """[160]""", """weights""": """[131, 126, 135]""", """measure_dates""": """['2019-02-12', '2021-01-15', '2021-04-25']"""};4;2022-11-11;53
554;666;man;Валерий;Льдов;Михайлович;1984-04-18;{"""height""": """[158]""", """weights""": """[143, 137, 139, 136, 134, 129, 133]""", """measure_dates""": """['2019-03-26', '2019-11-27', '2019-12-07', '2020-04-03', '2020-05-21', '2020-08-01', '2021-02-02']"""};3;2022-08-11;
555;667;man;Адель;Мещерский;Алексеевич;1952-02-14;{"""height""": """[152]""", """weights""": """[117]""", """measure_dates""": """['2019-06-27']"""};2;2022-09-14;
556;668;woman;Полина;Родочинская;Васильевна;1968-08-29;{"""height""": """[160]""", """weights""": """[129]""", """measure_dates""": """['2020-05-25']"""};3;2022-05-11;
557;669;woman;Аля;Куликовская;Кузминична;1995-02-19;{"""height""": """[152]""", """weights""": """[148, 145, 147, 137, 141, 136, 130]""", """measure_dates""": """['2019-04-28', '2020-06-03', '2020-08-21', '2020-08-25', '2020-11-24', '2021-02-26', '2021-04-16']"""};2;2021-09-08;
558;670;man;Артём;Воскобойников;Васильевич;1999-10-31;{"""height""": """[180]""", """weights""": """[76, 66, 58, 58, 61]""", """measure_dates""": """['2019-07-22', '2019-08-29', '2020-04-09', '2020-08-31', '2021-01-20']"""};4;2022-10-25;
559;671;woman;Элина;Власова;Афанасьевна;1969-03-08;{"""height""": """[175]""", """weights""": """[109, 101, 99]""", """measure_dates""": """['2019-07-22', '2020-04-19', '2020-05-31']"""};4;2021-04-21;54
560;672;man;Ярослав;Златопольский;Андреевич;1967-06-11;{"""height""": """[189]""", """weights""": """[190, 183, 177, 169, 161]""", """measure_dates""": """['2019-08-12', '2019-11-25', '2020-04-19', '2020-08-14', '2021-02-14']"""};2;2022-05-31;64
561;673;woman;Изабелла;Куликовская;Кузьминична;1977-01-15;{"""height""": """[176]""", """weights""": """[148, 151, 147, 142, 142, 143]""", """measure_dates""": """['2020-01-05', '2020-03-09', '2020-03-18', '2021-01-19', '2021-01-26', '2021-04-08']"""};2;2021-12-11;
562;674;man;Елисей;Юлианский;Васильевич;1966-02-16;{"""height""": """[146]""", """weights""": """[82, 72, 64]""", """measure_dates""": """['2019-03-02', '2019-06-22', '2021-01-31']"""};4;2022-12-13;
563;675;man;Григорий;Дмитриев;Ильич;2000-06-14;{"""height""": """[157]""", """weights""": """[79, 72, 76, 78, 88, 93]""", """measure_dates""": """['2019-11-16', '2020-03-08', '2020-07-18', '2020-10-18', '2020-12-14', '2021-01-11']"""};4;2021-06-27;
564;676;man;Артём;Родионов;Иванович;1951-06-28;{"""height""": """[196]""", """weights""": """[155, 153, 154, 152, 149]""", """measure_dates""": """['2019-09-01', '2020-07-30', '2020-08-14', '2020-11-28', '2021-01-16']"""};4;2022-05-22;
565;677;man;Арсен;Градов;Иосифович;1981-11-02;{"""height""": """[164]""", """weights""": """[107, 117]""", """measure_dates""": """['2019-10-23', '2021-01-18']"""};3;2021-04-13;
566;678;woman;Мария;Анисимова;Валентиновна;1984-08-05;{"""height""": """[166]""", """weights""": """[129, 136, 145, 136, 141, 132]""", """measure_dates""": """['2019-05-22', '2019-06-07', '2019-11-01', '2020-03-25', '2021-04-20', '2021-04-22']"""};3;2021-05-23;
567;679;woman;Наталия;Соболева;Даниловна;1955-11-26;{"""height""": """[174]""", """weights""": """[46, 41, 37, 39, 38, 29, 23]""", """measure_dates""": """['2019-01-05', '2019-06-24', '2019-10-26', '2020-04-16', '2020-05-01', '2021-01-11', '2021-04-08']"""};4;2022-11-18;60
568;680;woman;Марта;Волощук;Афанасьевна;1995-10-16;{"""height""": """[162]""", """weights""": """[57, 58, 61]""", """measure_dates""": """['2019-03-01', '2021-02-05', '2021-02-20']"""};3;2022-06-10;
569;681;woman;Бажена;Ильина;Дмитриевна;1955-09-27;{"""height""": """[169]""", """weights""": """[49, 59, 59, 60, 57]""", """measure_dates""": """['2019-06-21', '2019-06-27', '2021-01-15', '2021-01-28', '2021-04-18']"""};3;2022-09-04;58
570;682;woman;Стефания;Лионова;Владиславовна;1982-11-18;{"""height""": """[200]""", """weights""": """[88, 92, 94]""", """measure_dates""": """['2019-07-08', '2020-07-23', '2020-08-01']"""};4;2022-05-05;
571;683;woman;Светлана;Кожевникова;Егоровна;2001-01-11;{"""height""": """[175]""", """weights""": """[50, 40, 30, 27, 25, 35, 27]""", """measure_dates""": """['2019-01-01', '2019-08-09', '2019-11-12', '2020-04-12', '2021-02-11', '2021-02-11', '2021-03-05']"""};4;2021-11-25;
572;684;man;Ильдар;Олейник;Давидович;1966-06-21;{"""height""": """[166]""", """weights""": """[62, 66, 64, 57]""", """measure_dates""": """['2019-05-15', '2020-02-25', '2020-04-07', '2021-03-22']"""};2;2022-04-17;
573;685;man;Марат;Райский;Николаевич;1965-10-15;{"""height""": """[149]""", """weights""": """[96, 104]""", """measure_dates""": """['2019-05-15', '2021-01-27']"""};4;2022-05-05;61
574;686;woman;Оксана;Волощук;Алексеевна;1952-07-08;{"""height""": """[175]""", """weights""": """[125, 122, 125, 116, 106, 107]""", """measure_dates""": """['2019-06-14', '2019-07-04', '2020-01-04', '2020-02-07', '2020-05-11', '2021-03-25']"""};1;2021-12-22;64
575;687;man;Тимур;Березов;Антонович;1963-01-20;{"""height""": """[187]""", """weights""": """[163, 161, 160, 152, 161]""", """measure_dates""": """['2019-01-20', '2019-06-06', '2019-08-06', '2019-11-24', '2020-03-14']"""};2;2021-12-04;
576;688;woman;Алеся;Новикова;Антоновна;1999-06-03;{"""height""": """[182]""", """weights""": """[95, 92, 86, 89, 86]""", """measure_dates""": """['2019-06-04', '2019-11-26', '2020-06-07', '2020-08-12', '2020-10-02']"""};2;2021-05-20;64
577;689;man;Марат;Езерский;Вениаминович;1959-11-06;{"""height""": """[198]""", """weights""": """[126, 123, 131]""", """measure_dates""": """['2019-07-22', '2020-09-15', '2021-02-04']"""};2;2021-07-14;55
578;690;man;Рамиль;Градов;Валерьевич;1953-10-05;{"""height""": """[175]""", """weights""": """[125, 131, 133, 138, 148, 146]""", """measure_dates""": """['2019-04-23', '2019-08-07', '2020-08-10', '2020-09-18', '2020-11-15', '2021-04-29']"""};3;2021-05-02;
579;691;woman;Эмма;Панченко;Ильинична;1979-03-24;{"""height""": """[160]""", """weights""": """[72]""", """measure_dates""": """['2019-03-08']"""};4;2022-05-26;
580;692;woman;Оксана;Маслова;Аскольдовна;1955-01-16;{"""height""": """[202]""", """weights""": """[127, 119, 117, 118, 126, 118]""", """measure_dates""": """['2020-08-24', '2020-10-09', '2020-12-12', '2020-12-28', '2021-01-28', '2021-04-19']"""};4;2022-07-20;
581;693;man;Борис;Арский;Викторович;1980-12-19;{"""height""": """[165]""", """weights""": """[125, 128, 118]""", """measure_dates""": """['2020-09-25', '2020-12-19', '2021-03-26']"""};2;2021-12-23;
582;694;man;Антон;Градов;Давидович;1969-05-08;{"""height""": """[198]""", """weights""": """[143, 143, 140, 133, 130, 139]""", """measure_dates""": """['2019-04-12', '2019-11-13', '2020-01-03', '2020-06-18', '2020-08-10', '2021-01-08']"""};1;2022-07-22;
583;695;woman;Надежда;Ленская;Ильинична;2002-04-28;{"""height""": """[204]""", """weights""": """[112, 106, 105, 105]""", """measure_dates""": """['2020-04-14', '2020-07-29', '2021-01-09', '2021-03-26']"""};2;2022-11-12;
584;696;man;Тихон;Вревский;Львович;1953-03-25;{"""height""": """[204]""", """weights""": """[154, 144, 138, 142, 147, 137, 136]""", """measure_dates""": """['2019-01-30', '2020-05-31', '2020-06-02', '2020-07-09', '2020-10-17', '2020-12-01', '2021-04-06']"""};4;2022-11-15;58
585;697;man;Валерий;Гиляровский;Львович;1969-01-20;{"""height""": """[166]""", """weights""": """[79, 73, 69]""", """measure_dates""": """['2019-02-03', '2019-12-05', '2021-04-24']"""};1;2021-08-22;
586;698;woman;Алина;Никитина;Болеславовна;1995-05-21;{"""height""": """[193]""", """weights""": """[171, 163]""", """measure_dates""": """['2020-07-21', '2021-04-16']"""};1;2022-06-28;61
587;699;man;Тамерлан;Виленский;Максович;1973-12-08;{"""height""": """[194]""", """weights""": """[70, 70, 65, 69, 72, 75, 81]""", """measure_dates""": """['2019-07-27', '2019-09-12', '2020-04-09', '2020-08-08', '2020-08-23', '2020-12-02', '2021-02-01']"""};2;2021-12-07;
588;700;woman;Станислава;Федорова;Оскаровна;2000-08-04;{"""height""": """[199]""", """weights""": """[83, 80, 84, 89, 93, 86, 91]""", """measure_dates""": """['2019-05-28', '2019-09-05', '2019-10-19', '2020-02-06', '2020-10-02', '2021-02-08', '2021-02-14']"""};3;2022-04-08;
589;701;man;Савва;Бартелеманов;Наумович;1967-02-14;{"""height""": """[175]""", """weights""": """[94, 84, 83, 81, 81, 77]""", """measure_dates""": """['2019-05-04', '2020-08-28', '2020-12-08', '2021-02-01', '2021-03-29', '2021-04-29']"""};4;2021-04-06;
590;702;man;Тимофей;Гончаров;Матвеевич;1968-11-21;{"""height""": """[152]""", """weights""": """[143]""", """measure_dates""": """['2020-11-23']"""};3;2021-08-04;
591;703;woman;Каролина;Галактионова;Леонидовна;1984-12-25;{"""height""": """[186]""", """weights""": """[144]""", """measure_dates""": """['2020-12-18']"""};3;2021-04-21;
592;704;man;Егор;Глебов;Валерьевич;1974-11-30;{"""height""": """[146]""", """weights""": """[136]""", """measure_dates""": """['2021-04-04']"""};2;2021-04-04;
593;705;man;Станислав;Печерский;Васильевич;1978-10-25;{"""height""": """[146]""", """weights""": """[62, 60]""", """measure_dates""": """['2021-03-25', '2021-04-17']"""};4;2021-08-18;53
594;706;man;Владислав;Уманский;Валентинович;1985-07-07;{"""height""": """[164]""", """weights""": """[107, 101]""", """measure_dates""": """['2019-01-28', '2021-03-17']"""};4;2022-10-18;
595;707;woman;Татьяна;Морозова;Егоровна;1990-12-29;{"""height""": """[193]""", """weights""": """[148, 144, 144, 134, 140, 147]""", """measure_dates""": """['2019-10-04', '2019-11-01', '2020-05-17', '2020-12-26', '2021-01-31', '2021-04-18']"""};4;2021-09-27;59
596;708;man;Лев;Граф;Альбертович;1999-06-20;{"""height""": """[181]""", """weights""": """[125, 129, 139, 141]""", """measure_dates""": """['2019-05-14', '2019-07-28', '2019-12-17', '2020-08-15']"""};2;2022-04-20;
597;709;man;Борис;Бестужев;Ильич;1952-06-09;{"""height""": """[161]""", """weights""": """[115, 119, 122, 116]""", """measure_dates""": """['2019-03-06', '2021-01-27', '2021-02-09', '2021-02-15']"""};4;2022-04-20;
598;710;man;Василий;Богатырев;Викторович;1972-02-24;{"""height""": """[151]""", """weights""": """[72, 65, 73]""", """measure_dates""": """['2019-01-23', '2019-04-01', '2021-01-08']"""};1;2022-07-06;
599;711;woman;Доминика;Тимофеева;Артемовна;1993-04-03;{"""height""": """[197]""", """weights""": """[96, 92, 102, 108, 115, 119, 117]""", """measure_dates""": """['2019-02-16', '2019-03-25', '2019-07-05', '2019-10-09', '2020-07-11', '2021-01-20', '2021-04-18']"""};4;2021-12-16;
600;712;woman;Мила;Шведова;Вячеславовна;1967-11-19;{"""height""": """[185]""", """weights""": """[111, 108, 114, 112]""", """measure_dates""": """['2019-01-27', '2019-11-17', '2021-01-09', '2021-02-02']"""};3;2021-08-10;
601;713;man;Виктор;Гмарь;Вячеславович;1965-09-17;{"""height""": """[164]""", """weights""": """[75, 79, 73, 75, 70, 66]""", """measure_dates""": """['2019-04-10', '2019-06-28', '2019-07-24', '2019-11-07', '2019-12-13', '2021-03-06']"""};2;2021-12-24;61
602;714;woman;Вероника;Белова;Аскольдовна;1958-11-25;{"""height""": """[155]""", """weights""": """[68, 69]""", """measure_dates""": """['2020-05-08', '2020-08-18']"""};4;2022-11-11;53
603;715;woman;Злата;Князева;Игоревна;1987-07-30;{"""height""": """[168]""", """weights""": """[80, 83]""", """measure_dates""": """['2019-01-20', '2020-06-01']"""};2;2022-10-30;
604;716;man;Всеволод;Варшавский;Геннадьевич;1958-10-22;{"""height""": """[204]""", """weights""": """[137, 144, 148, 153]""", """measure_dates""": """['2019-07-05', '2019-08-04', '2019-10-28', '2020-02-16']"""};1;2021-11-04;
605;717;woman;Клара;Никитина;Ильинична;1972-09-19;{"""height""": """[171]""", """weights""": """[143, 143, 142, 147, 142, 140, 136]""", """measure_dates""": """['2019-04-08', '2019-10-26', '2020-01-08', '2020-10-12', '2020-11-04', '2021-01-18', '2021-03-04']"""};2;2021-08-13;
606;718;man;Давид;Арский;Иосифович;1978-02-08;{"""height""": """[199]""", """weights""": """[177, 181, 175, 167, 158, 158, 167]""", """measure_dates""": """['2019-02-11', '2019-09-16', '2019-11-03', '2020-08-31', '2021-04-14', '2021-04-20', '2021-04-27']"""};4;2021-07-30;59
607;719;man;Данил;Грацианов;Геннадиевич;1991-12-10;{"""height""": """[156]""", """weights""": """[131, 127, 130, 137, 144, 136, 137]""", """measure_dates""": """['2019-01-04', '2019-08-29', '2020-03-11', '2020-06-24', '2020-10-20', '2021-01-07', '2021-04-02']"""};4;2022-06-24;
608;720;woman;Аврора;Марченко;Владимировна;1970-09-11;{"""height""": """[182]""", """weights""": """[174, 178, 169, 176, 183, 185, 182]""", """measure_dates""": """['2019-06-06', '2019-08-02', '2019-11-22', '2020-07-31', '2020-11-11', '2021-04-10', '2021-04-24']"""};3;2022-11-19;60
609;721;man;Марат;Васнецов;Владимирович;1977-12-27;{"""height""": """[172]""", """weights""": """[104, 109, 114, 120, 124, 121]""", """measure_dates""": """['2019-06-02', '2019-11-24', '2020-02-22', '2020-09-19', '2021-02-05', '2021-02-26']"""};4;2022-07-03;
610;722;man;Егор;Северский;Алексеевич;2002-07-31;{"""height""": """[165]""", """weights""": """[120, 124]""", """measure_dates""": """['2019-09-16', '2020-05-30']"""};2;2022-11-10;
611;723;man;Назар;Глинский;Борисович;1992-02-25;{"""height""": """[204]""", """weights""": """[185, 183, 191, 200, 206, 204]""", """measure_dates""": """['2019-04-26', '2019-12-01', '2021-01-15', '2021-01-31', '2021-03-05', '2021-04-29']"""};3;2021-12-13;
612;724;woman;Эмма;Третьякова;Борисовна;1952-02-21;{"""height""": """[156]""", """weights""": """[63, 70, 76, 72, 71]""", """measure_dates""": """['2019-06-27', '2019-08-17', '2019-09-08', '2020-06-09', '2020-12-22']"""};2;2021-07-22;54
613;725;man;Всеволод;Орловский;Артемович;1987-07-23;{"""height""": """[196]""", """weights""": """[189, 197, 188, 194, 204]""", """measure_dates""": """['2019-07-09', '2019-11-04', '2020-11-14', '2021-01-05', '2021-01-05']"""};3;2022-11-16;
